fuel type,Body type,Kms Driven,transmission,Ownership,oem,price,Seats,Max Power,Torque,Mileage,City,Engine_category,Car_Age
Diesel,SUV,30000,Automatic,2nd Owner,Jaguar,4700000,5,177.0,430.0,16.38,Bangalore,2000,6
Petrol,Sedan,36000,Manual,1st Owner,Hyundai,770000,5,121.3,151.0,17.7,Bangalore,2000,7
Petrol,Hatchback,19065,Manual,1st Owner,Maruti,725000,5,81.8,113.0,22.0,Bangalore,1000,6
Petrol,Hatchback,30538,Automatic,1st Owner,Honda,840000,5,88.7,110.0,18.2,Bangalore,1000,5
Petrol,Hatchback,48891,Manual,2nd Owner,Hyundai,799000,5,81.86,117.0,18.6,Bangalore,1000,6
Petrol,Hatchback,60000,Automatic,2nd Owner,Mercedes-Benz,1380000,5,120.7,200.0,15.5,Bangalore,2000,10
Petrol,Hatchback,26676,Manual,1st Owner,Maruti,696000,5,81.8,113.0,22.0,Bangalore,1000,6
Petrol,Hatchback,35647,Manual,1st Owner,Maruti,576000,5,88.5,113.0,22.38,Bangalore,1000,9
Petrol,Hatchback,63825,Manual,1st Owner,Toyota,721000,5,88.5,113.0,22.35,Bangalore,1000,4
Petrol,Sedan,31346,Manual,2nd Owner,Honda,994999,5,117.6,145.0,17.4,Bangalore,1000,6
Petrol,Hatchback,79349,Manual,2nd Owner,Hyundai,594000,5,81.83,114.7,18.6,Bangalore,1000,9
Diesel,SUV,88203,Manual,1st Owner,Mahindra,927000,7,140.0,330.0,15.1,Bangalore,2000,9
Diesel,SUV,37370,Automatic,1st Owner,Audi,3275000,5,181.0,380.0,15.17,Bangalore,2000,6
Petrol,Hatchback,52228,Manual,1st Owner,Maruti,426000,5,67.04,90.0,20.51,Bangalore,1000,9
Diesel,SUV,70000,Automatic,1st Owner,Hyundai,1100000,5,126.2,259.9,17.01,Bangalore,2000,9
Petrol,SUV,40542,Manual,1st Owner,Nissan,905000,5,98.63,160.0,20.0,Bangalore,1000,2
Petrol,SUV,47936,Automatic,1st Owner,Renault,848000,5,104.5,142.0,14.99,Bangalore,1000,5
Petrol,SUV,10000,Manual,3rd Owner,Maruti,400000,6,88.7,140.0,18.9,Bangalore,1000,6
Diesel,Sedan,70000,Automatic,2nd Owner,Skoda,575000,5,163.2,35.7,11.9,Bangalore,2000,16
Petrol,Sedan,110000,Manual,5th Owner,Honda,400000,5,116.3,146.0,16.8,Bangalore,1000,11
Petrol,SUV,10000,Manual,3rd Owner,Maruti,400000,8,88.7,140.0,18.9,Bangalore,1000,6
Petrol,SUV,45000,Manual,2nd Owner,Hyundai,894999,5,121.3,151.0,15.29,Bangalore,2000,8
Petrol,SUV,20469,Manual,1st Owner,Hyundai,1099000,5,118.35,171.6,18.27,Bangalore,1000,5
Petrol,Hatchback,60000,Manual,1st Owner,Hyundai,425000,5,80.0,11.4,17.0,Bangalore,1000,13
Petrol,Sedan,70000,Manual,2nd Owner,Maruti,445000,5,85.8,114.0,19.1,Bangalore,1000,12
Diesel,Sedan,150000,Manual,4th Owner,Skoda,320000,5,103.5,250.0,20.5,Bangalore,2000,10
Petrol,Sedan,46258,Manual,2nd Owner,Volkswagen,775000,5,103.2,153.0,16.09,Bangalore,2000,7
Petrol,Hatchback,54242,Manual,3rd Owner,Maruti,327000,5,67.1,90.0,18.9,Bangalore,1000,11
Petrol,Hatchback,90727,Automatic,1st Owner,Honda,661000,5,88.7,110.0,19.0,Bangalore,1000,7
Diesel,SUV,100000,Manual,1st Owner,Mahindra,775000,7,140.0,330.0,15.1,Bangalore,2000,12
Petrol,Sedan,31003,Manual,1st Owner,Maruti,682000,5,81.8,113.0,21.21,Bangalore,1000,7
Petrol,Hatchback,24233,Manual,1st Owner,Hyundai,577000,5,81.86,113.75,18.9,Bangalore,1000,7
Petrol,Hatchback,90000,Manual,3rd Owner,Volkswagen,500000,5,74.0,110.0,16.47,Bangalore,1000,9
Petrol,Hatchback,36983,Manual,1st Owner,Honda,679000,5,88.7,110.0,18.7,Bangalore,1000,7
Diesel,Hatchback,68915,Automatic,1st Owner,Mercedes-Benz,1445000,5,120.7,200.0,14.8,Bangalore,2000,10
Petrol,Hatchback,5440,Manual,1st Owner,Maruti,776000,5,88.5,113.0,22.38,Bangalore,1000,3
Petrol,Hatchback,8096,Manual,1st Owner,Tata,690000,5,84.82,113.0,20.09,Bangalore,1000,3
Diesel,Sedan,120000,Manual,2nd Owner,Skoda,380000,5,103.5,250.0,20.5,Bangalore,2000,12
Petrol,SUV,60000,Manual,3rd Owner,Renault,560000,5,102.57,145.0,13.24,Bangalore,2000,10
Diesel,SUV,120000,Manual,1st Owner,Tata,1125000,7,147.94,320.0,14.1,Bangalore,2000,7
Diesel,MUV,125903,Manual,2nd Owner,Renault,515000,7,108.5,245.0,19.98,Bangalore,1000,9
Petrol,Hatchback,33040,Manual,2nd Owner,Hyundai,799000,5,81.86,114.73,18.6,Bangalore,1000,6
Diesel,SUV,110000,Manual,2nd Owner,Toyota,1200000,7,171.0,343.0,11.5,Bangalore,3000,15
Diesel,Hatchback,30722,Manual,1st Owner,Hyundai,835000,5,88.76,224.0,22.54,Bangalore,1000,5
Diesel,Sedan,80000,Manual,1st Owner,Honda,750000,5,98.6,200.0,26.0,Bangalore,1000,8
Diesel,SUV,120000,Manual,2nd Owner,Toyota,1275000,7,171.0,343.0,11.5,Bangalore,3000,15
Diesel,Sedan,33000,Automatic,2nd Owner,Mercedes-Benz,3075000,5,203.0,500.0,14.21,Bangalore,2000,7
Petrol,Sedan,58778,Manual,1st Owner,Honda,527000,5,117.3,145.0,17.4,Bangalore,1000,10
Petrol,Hatchback,51395,Manual,1st Owner,Maruti,426000,5,65.71,89.0,21.7,Bangalore,1000,5
Petrol,SUV,100000,Automatic,2nd Owner,Ford,625000,5,120.69,149.0,14.7,Bangalore,1000,9
Petrol,Sedan,65881,Manual,2nd Owner,Maruti,447000,5,88.5,113.0,22.41,Bangalore,1000,11
Petrol,Hatchback,49934,Manual,2nd Owner,Maruti,552000,5,88.5,113.0,22.38,Bangalore,1000,10
Diesel,Sedan,91000,Manual,2nd Owner,Honda,795000,5,98.6,200.0,26.0,Bangalore,1000,8
Petrol,Hatchback,61576,Manual,2nd Owner,Maruti,459000,5,67.0,90.0,21.63,Bangalore,1000,6
Petrol,Sedan,114321,Manual,2nd Owner,Maruti,700000,5,91.1,130.0,20.73,Bangalore,1000,8
Petrol,Hatchback,53125,Manual,1st Owner,Maruti,405000,5,65.71,89.0,21.7,Bangalore,1000,5
Petrol,Hatchback,36462,Automatic,1st Owner,Renault,536000,5,67.0,91.0,22.0,Bangalore,1000,4
Diesel,SUV,97542,Automatic,1st Owner,Mercedes-Benz,2400000,5,203.2,500.0,15.26,Bangalore,2000,10
Diesel,SUV,89000,Automatic,1st Owner,Mercedes-Benz,4745000,5,254.79,620.0,11.57,Bangalore,3000,7
Petrol,SUV,13000,Manual,2nd Owner,Renault,894999,5,104.5,142.0,14.99,Bangalore,1000,6
Diesel,Sedan,41000,Manual,1st Owner,Hyundai,1375000,5,126.2,259.87,22.0,Bangalore,2000,6
Petrol,Hatchback,94471,Automatic,1st Owner,Volkswagen,880000,5,103.5,175.0,17.21,Bangalore,1000,7
Diesel,MUV,58000,Manual,1st Owner,Toyota,1030000,7,102.0,20.4,12.8,Bangalore,2000,13
Petrol,Hatchback,46000,Manual,1st Owner,Maruti,475000,5,81.8,113.0,20.52,Bangalore,1000,8
Petrol,SUV,10000,Manual,1st Owner,MG,1150000,5,108.49,144.0,18.9,Bangalore,1000,2
Diesel,SUV,36531,Automatic,1st Owner,Mercedes-Benz,5675000,5,194.0,400.0,18.9,Bangalore,2000,4
Petrol,SUV,50000,Manual,1st Owner,Toyota,960000,5,103.26,138.0,17.03,Bangalore,1000,3
Petrol,Hatchback,36004,Manual,2nd Owner,Maruti,532000,5,67.05,90.0,21.63,Bangalore,1000,4
Petrol,Sedan,58808,Manual,2nd Owner,Honda,651000,5,117.3,145.0,17.8,Bangalore,1000,8
Diesel,Sedan,10000,Automatic,1st Owner,Mercedes-Benz,3200000,5,170.0,400.0,19.27,Bangalore,2000,7
Petrol,Hatchback,31983,Manual,1st Owner,Hyundai,715000,5,81.83,114.7,18.6,Bangalore,1000,8
Diesel,SUV,78536,Manual,1st Owner,Maruti,740000,5,88.5,200.0,24.3,Bangalore,1000,8
Diesel,SUV,20000,Manual,1st Owner,Kia,1700000,5,113.43,250.0,20.8,Bangalore,1000,2
Petrol,Sedan,54134,Manual,2nd Owner,Maruti,455000,5,88.5,113.0,22.41,Bangalore,1000,11
Petrol,SUV,10000,Automatic,1st Owner,Kia,1698999,5,113.42,144.0,16.8,Bangalore,1000,3
Petrol,Hatchback,27227,Manual,2nd Owner,Hyundai,524000,5,81.86,113.75,18.9,Bangalore,1000,5
Petrol,SUV,25508,Automatic,1st Owner,Jeep,1764999,5,160.0,250.0,16.0,Bangalore,1000,5
Petrol,Hatchback,30000,Manual,1st Owner,Hyundai,525000,5,81.83,114.7,18.6,Bangalore,1000,7
Petrol,SUV,20000,Automatic,1st Owner,Kia,1600000,5,138.08,242.0,16.5,Bangalore,1000,5
Diesel,Sedan,100000,Manual,2nd Owner,Volkswagen,360000,5,103.6,250.0,20.54,Bangalore,2000,12
Petrol,SUV,20000,Automatic,1st Owner,Mahindra,1650000,4,150.0,320.0,18.9,Bangalore,2000,3
Petrol,Hatchback,50000,Manual,1st Owner,Hyundai,409999,5,80.0,11.4,17.0,Bangalore,1000,13
Diesel,Sedan,36000,Automatic,1st Owner,Mercedes-Benz,3150000,5,136.0,300.0,17.9,Bangalore,2000,6
Diesel,Hatchback,40000,Manual,1st Owner,Hyundai,850000,5,88.76,224.0,22.54,Bangalore,1000,5
Petrol,SUV,19047,Automatic,1st Owner,Hyundai,1260000,5,118.35,171.6,18.15,Bangalore,1000,3
Petrol,SUV,50000,Manual,1st Owner,Tata,850000,5,108.5,170.0,17.0,Bangalore,1000,4
Petrol,Hatchback,64453,Automatic,1st Owner,Maruti,493000,5,67.04,90.0,23.1,Bangalore,1000,6
Petrol,Hatchback,43387,Manual,1st Owner,Honda,505000,5,86.8,109.0,18.5,Bangalore,1000,6
Petrol,Hatchback,36538,Automatic,1st Owner,Maruti,825000,5,81.8,113.0,19.56,Bangalore,1000,4
Petrol,Hatchback,36787,Manual,2nd Owner,Hyundai,682000,5,81.86,114.73,17.19,Bangalore,1000,7
Petrol,Hatchback,32112,Manual,2nd Owner,Maruti,486000,5,65.71,89.0,25.24,Bangalore,1000,6
Petrol,SUV,30000,Manual,1st Owner,Hyundai,1800000,5,113.18,143.8,18.9,Bangalore,1000,2
Petrol,Hatchback,53701,Manual,1st Owner,Hyundai,540000,5,81.86,113.75,18.9,Bangalore,1000,7
Petrol,Hatchback,30000,Manual,2nd Owner,Hyundai,530000,5,81.86,113.75,18.9,Bangalore,1000,6
Petrol,Hatchback,26085,Manual,2nd Owner,Maruti,407000,5,47.33,69.0,22.05,Bangalore, less than 800,4
Petrol,Hatchback,46894,Manual,3rd Owner,Hyundai,453000,5,82.0,114.0,18.9,Bangalore,1000,8
Petrol,SUV,30000,Manual,1st Owner,Kia,1010000,5,118.36,172.0,18.2,Bangalore,1000,3
Petrol,SUV,53692,Automatic,2nd Owner,Honda,1675000,5,187.4,226.0,12.0,Bangalore,2000,7
Diesel,SUV,37809,Automatic,2nd Owner,Mahindra,1645000,7,152.87,360.0,15.1,Bangalore,2000,6
Petrol,Hatchback,33000,Automatic,1st Owner,Tata,625000,5,83.83,114.0,23.84,Bangalore,1000,6
Petrol,Hatchback,30813,Manual,1st Owner,Maruti,635000,5,81.8,113.0,20.52,Bangalore,1000,2
Diesel,Sedan,56254,Manual,1st Owner,Hyundai,550000,5,126.2,259.9,23.9,Bangalore,2000,11
Diesel,Sedan,58000,Automatic,1st Owner,Mercedes-Benz,2450000,5,136.0,300.0,17.9,Bangalore,2000,7
Petrol,Sedan,15727,Automatic,2nd Owner,Maruti,1025000,5,103.25,138.0,20.04,Bangalore,1000,4
Electric,Hatchback,20000,Automatic,1st Owner,Mahindra,550000,4,25.4,70.0,110.0,Bangalore,1000,7
Electric,Hatchback,150,Automatic,1st Owner,MG,950000,4,41.42,110.0,18.9,Bangalore, less than 800,1
Petrol,Hatchback,21113,Manual,1st Owner,Hyundai,977000,5,118.36,171.62,20.0,Bangalore,1000,3
Diesel,Sedan,71775,Manual,1st Owner,Hyundai,1705000,5,113.45,250.0,14.59,Bangalore,1000,3
Petrol,Hatchback,59882,Automatic,1st Owner,Maruti,667000,5,88.5,113.0,22.56,Bangalore,1000,6
Petrol,Hatchback,24463,Automatic,2nd Owner,Hyundai,494000,5,82.0,114.0,18.9,Bangalore,1000,10
Petrol,Sedan,72352,Manual,1st Owner,Honda,636000,5,117.3,145.0,17.4,Bangalore,1000,9
Diesel,SUV,90928,Manual,1st Owner,Ford,792000,5,98.96,205.0,23.0,Bangalore,1000,7
Petrol,SUV,10000,Manual,2nd Owner,Nissan,695000,5,98.63,160.0,20.0,Bangalore,1000,3
Petrol,Hatchback,60000,Manual,2nd Owner,Ford,360000,5,70.02,102.0,15.6,Bangalore,1000,10
Petrol,Minivans,80000,Manual,5th Owner,Maruti,58000,5,35.0,6.1,14.0,Bangalore, less than 800,6
Diesel,SUV,117530,Manual,1st Owner,Maruti,827000,5,88.5,200.0,24.3,Bangalore,1000,8
Petrol,Hatchback,102814,Manual,1st Owner,Maruti,382000,5,88.5,113.0,22.38,Bangalore,1000,13
Petrol,Hatchback,20000,Manual,1st Owner,Tata,650000,5,84.82,113.0,19.01,Bangalore,1000,3
Petrol,Hatchback,34801,Automatic,1st Owner,Maruti,512000,5,67.04,90.0,23.1,Bangalore,1000,7
Petrol,Hatchback,51877,Manual,3rd Owner,Maruti,463000,5,65.71,89.0,25.24,Bangalore,1000,6
Petrol,Sedan,10000,Automatic,1st Owner,Hyundai,1500000,5,113.18,143.8,18.45,Bangalore,1000,1
Petrol,Hatchback,17125,Manual,2nd Owner,Maruti,525000,5,67.0,90.0,21.63,Bangalore,1000,6
Diesel,SUV,30000,Manual,1st Owner,Renault,459999,5,83.8,200.0,20.45,Bangalore,1000,10
Petrol,Hatchback,50318,Manual,1st Owner,Maruti,627000,5,83.1,115.0,21.4,Bangalore,1000,8
Petrol,Sedan,46123,Manual,1st Owner,Hyundai,511000,5,121.3,154.9,17.01,Bangalore,2000,12
Petrol,Hatchback,120000,Manual,3rd Owner,Hyundai,55000,5,83.0,115.0,15.3,Bangalore,1000,18
Diesel,Hatchback,70000,Manual,2nd Owner,Hyundai,600000,5,88.73,219.7,22.54,Bangalore,1000,9
Diesel,Sedan,33360,Automatic,1st Owner,Volkswagen,1285000,5,138.03,320.0,16.96,Bangalore,2000,10
Petrol,SUV,21800,Automatic,1st Owner,Volkswagen,3150000,5,187.74,320.0,12.65,Bangalore,2000,2
Petrol,Hatchback,10000,Manual,1st Owner,Tata,750000,5,86.83,113.0,19.33,Bangalore,1000,1
Petrol,Hatchback,60000,Manual,3rd Owner,Hyundai,130000,5,88.7,140.0,18.9,Bangalore,1000,18
Electric,SUV,10000,Automatic,1st Owner,Tata,1800000,5,141.04,250.0,18.9,Bangalore, less than 800,1
Petrol,Hatchback,11045,Automatic,1st Owner,Hyundai,985000,5,86.76,114.74,19.65,Bangalore,1000,3
Diesel,Sedan,51406,Automatic,1st Owner,Volkswagen,1044999,5,108.6,250.0,22.15,Bangalore,1000,6
Diesel,Hatchback,70000,Manual,1st Owner,Tata,200000,5,69.0,140.0,25.0,Bangalore,1000,12
Petrol,Hatchback,26031,Manual,1st Owner,Maruti,710000,5,83.1,115.0,21.4,Bangalore,1000,7
Petrol,Hatchback,30740,Manual,1st Owner,Maruti,586000,5,88.5,113.0,22.38,Bangalore,1000,8
Petrol,SUV,20000,Automatic,1st Owner,MG,1500000,5,108.49,144.0,14.82,Bangalore,1000,2
Petrol,Hatchback,65909,Automatic,1st Owner,Maruti,584000,5,81.8,113.0,20.89,Bangalore,1000,7
Petrol,Hatchback,140590,Manual,1st Owner,Hyundai,409000,5,82.85,113.7,18.5,Bangalore,1000,11
Petrol,MUV,32953,Automatic,2nd Owner,Toyota,2175000,7,163.7,245.0,10.75,Bangalore,3000,5
Petrol,Sedan,51801,Automatic,1st Owner,Maruti,738000,5,81.8,113.0,21.21,Bangalore,1000,5
Diesel,Sedan,80000,Manual,1st Owner,Hyundai,380000,5,71.0,180.4,24.4,Bangalore,1000,9
Petrol,Hatchback,62621,Manual,1st Owner,Hyundai,656000,5,81.83,114.7,18.6,Bangalore,1000,7
Petrol,Hatchback,79068,Manual,1st Owner,Maruti,483000,5,88.5,113.0,22.38,Bangalore,1000,10
Petrol,Hatchback,50000,Manual,1st Owner,Maruti,509999,5,81.8,113.0,22.0,Bangalore,1000,6
Diesel,Sedan,30000,Automatic,2nd Owner,Volkswagen,750000,5,108.62,250.0,21.73,Bangalore,1000,6
Petrol,Hatchback,72000,Manual,2nd Owner,Hyundai,185000,5,68.05,99.04,19.81,Bangalore,1000,16
Petrol,Hatchback,80000,Manual,2nd Owner,Hyundai,180000,5,68.05,99.04,19.81,Bangalore,1000,16
Petrol,MUV,10000,Manual,1st Owner,Toyota,1900000,8,163.6,245.0,8.0,Bangalore,3000,3
Diesel,SUV,20000,Automatic,1st Owner,Tata,2100000,5,167.67,350.0,14.6,Bangalore,2000,2
Diesel,SUV,36314,Automatic,2nd Owner,Mahindra,1245000,7,140.0,330.0,16.0,Bangalore,2000,8
Petrol,Hatchback,67000,Manual,1st Owner,Volkswagen,300000,5,73.9,110.0,16.47,Bangalore,1000,14
Electric,SUV,30000,Automatic,1st Owner,Tata,1350000,5,127.0,245.0,18.9,Bangalore, less than 800,4
Electric,SUV,21236,Automatic,1st Owner,Tata,1450000,5,127.0,245.0,18.9,Bangalore, less than 800,2
Petrol,Hatchback,47488,Automatic,2nd Owner,Maruti,546000,5,81.8,113.0,20.89,Bangalore,1000,7
Petrol,Hatchback,56814,Manual,1st Owner,Honda,533000,5,88.7,110.0,18.7,Bangalore,1000,8
Petrol,Sedan,90000,Automatic,1st Owner,Honda,160000,5,100.0,13.1,14.5,Bangalore,1000,20
Petrol,Hatchback,63206,Manual,1st Owner,Hyundai,332000,5,78.9,111.8,20.36,Bangalore,1000,12
Petrol,Sedan,61103,Manual,2nd Owner,Maruti,809000,5,103.25,138.0,21.56,Bangalore,1000,6
Petrol,Hatchback,70000,Manual,1st Owner,Maruti,200000,5,46.3,62.0,19.7,Bangalore, less than 800,16
Petrol,Hatchback,112268,Automatic,3rd Owner,Maruti,347000,5,67.04,90.0,23.1,Bangalore,1000,9
Petrol,Hatchback,70000,Manual,2nd Owner,Maruti,150000,5,88.2,11.5,16.1,Bangalore,1000,18
Petrol,SUV,97346,Manual,1st Owner,Volkswagen,1359000,5,113.98,178.0,20.08,Bangalore,1000,3
Petrol,Hatchback,36977,Manual,2nd Owner,Hyundai,543000,5,81.86,113.75,18.9,Bangalore,1000,6
Petrol,Hatchback,70000,Manual,3rd Owner,Maruti,150000,5,88.2,11.5,16.1,Bangalore,1000,18
Diesel,Hatchback,60000,Manual,2nd Owner,Hyundai,475000,5,88.76,219.6,21.27,Bangalore,1000,11
Petrol,Hatchback,80000,Manual,2nd Owner,Hyundai,110000,5,88.7,140.0,18.9,Bangalore,1000,21
Petrol,Hatchback,35000,Automatic,2nd Owner,Renault,350000,5,67.0,91.0,24.04,Bangalore,1000,8
Petrol,Hatchback,100000,Manual,3rd Owner,Hyundai,135000,5,61.0,115.0,15.3,Bangalore,1000,18
Petrol,Hatchback,90000,Manual,2nd Owner,Maruti,170000,5,67.1,90.0,18.9,Bangalore,1000,19
Diesel,SUV,85700,Automatic,1st Owner,BMW,2850000,5,188.0,400.0,20.68,Bangalore,2000,6
Diesel,Sedan,50000,Automatic,1st Owner,Mercedes-Benz,2750000,5,170.0,400.0,19.27,Bangalore,2000,8
Diesel,MUV,50000,Manual,2nd Owner,Toyota,1449000,7,100.6,200.0,12.99,Bangalore,2000,9
Petrol,Hatchback,50000,Manual,1st Owner,Maruti,300000,5,67.05,90.0,23.95,Bangalore,1000,9
Petrol,Hatchback,40082,Manual,2nd Owner,Maruti,377000,5,67.04,90.0,20.51,Bangalore,1000,10
Diesel,Sedan,112566,Automatic,2nd Owner,Maruti,638000,5,74.02,190.0,28.4,Bangalore,1000,7
Petrol,SUV,68000,Automatic,1st Owner,Hyundai,1575000,5,138.12,242.0,18.9,Bangalore,1000,4
Petrol,Hatchback,61978,Automatic,1st Owner,Maruti,674000,5,81.8,113.0,20.52,Bangalore,1000,3
Petrol,Hatchback,27658,Manual,1st Owner,Maruti,613000,5,81.8,113.0,20.52,Bangalore,1000,3
Petrol,SUV,26000,Manual,1st Owner,Kia,1145000,5,113.43,144.0,16.8,Bangalore,1000,5
Petrol,Hatchback,43371,Manual,2nd Owner,Hyundai,595000,5,81.83,114.7,18.6,Bangalore,1000,9
Diesel,SUV,120000,Manual,2nd Owner,Ford,450000,5,89.84,204.0,22.7,Bangalore,1000,10
Petrol,Hatchback,67633,Manual,1st Owner,Honda,599000,5,88.7,110.0,18.7,Bangalore,1000,7
Petrol,Hatchback,76794,Manual,1st Owner,Maruti,625000,5,83.1,115.0,21.4,Bangalore,1000,8
Diesel,MUV,120000,Manual,1st Owner,Toyota,750000,8,102.0,20.4,12.8,Bangalore,2000,13
Diesel,MUV,59577,Automatic,1st Owner,Toyota,2165000,8,171.5,360.0,11.36,Bangalore,3000,6
Diesel,Sedan,100000,Manual,2nd Owner,Chevrolet,445000,5,147.9,327.0,18.3,Bangalore,2000,14
Petrol,Sedan,100000,Manual,3rd Owner,Toyota,120000,5,164.7,224.0,13.4,Bangalore,2000,20
Petrol,Hatchback,50000,Manual,2nd Owner,Hyundai,320000,5,78.9,111.8,20.36,Bangalore,1000,12
Diesel,SUV,20000,Automatic,1st Owner,Kia,1350000,5,113.43,250.0,18.9,Bangalore,1000,2
Petrol,Hatchback,120000,Manual,2nd Owner,Maruti,165000,5,46.3,62.0,19.7,Bangalore, less than 800,18
Petrol,Hatchback,50000,Manual,2nd Owner,Fiat,525000,5,145.0,212.0,16.3,Bangalore,1000,6
Diesel,SUV,80000,Manual,1st Owner,Hyundai,888000,5,126.2,259.9,19.67,Bangalore,2000,9
Diesel,SUV,80000,Manual,2nd Owner,Mahindra,575000,7,100.0,240.0,18.49,Bangalore,1000,9
Diesel,Sedan,94932,Manual,1st Owner,Maruti,707000,5,74.02,190.0,28.4,Bangalore,1000,7
Petrol,Hatchback,75140,Manual,1st Owner,Maruti,593000,5,83.1,115.0,21.4,Bangalore,1000,8
Petrol,Hatchback,88000,Manual,1st Owner,Chevrolet,250000,5,79.4,108.0,18.6,Bangalore,1000,13
Petrol,Hatchback,73969,Manual,1st Owner,Hyundai,685000,5,81.83,114.7,18.6,Bangalore,1000,8
Petrol,Sedan,62598,Manual,1st Owner,Hyundai,699000,5,121.3,154.9,17.01,Bangalore,2000,8
Petrol,Sedan,70000,Automatic,2nd Owner,Toyota,1200000,5,138.03,173.0,14.28,Bangalore,2000,7
Petrol,Hatchback,24343,Manual,2nd Owner,Maruti,425000,5,47.33,69.0,22.05,Bangalore, less than 800,3
Diesel,Hatchback,110000,Manual,2nd Owner,Volkswagen,380000,5,73.9,180.0,22.07,Bangalore,1000,10
Petrol,Hatchback,58917,Manual,2nd Owner,Volkswagen,574000,5,74.0,110.0,16.2,Bangalore,1000,7
Petrol,Hatchback,72338,Manual,1st Owner,Maruti,573000,5,88.5,113.0,22.38,Bangalore,1000,8
Diesel,Hatchback,50000,Manual,1st Owner,Tata,70000,5,52.8,85.0,17.88,Bangalore,1000,21
Diesel,SUV,110000,Manual,3rd Owner,Mahindra,685000,7,140.0,330.0,16.0,Bangalore,2000,9
Petrol,Hatchback,41000,Automatic,2nd Owner,Honda,425000,5,86.8,109.0,18.4,Bangalore,1000,12
Petrol,Hatchback,70000,Automatic,2nd Owner,Hyundai,265000,5,80.0,11.4,19.2,Bangalore,1000,15
Petrol,Sedan,25887,Manual,1st Owner,Maruti,600000,5,85.8,114.0,17.5,Bangalore,1000,5
Petrol,Sedan,40000,Manual,1st Owner,Honda,650000,5,117.3,145.0,17.8,Bangalore,1000,8
Diesel,Hatchback,50000,Manual,1st Owner,Maruti,430000,5,74.0,190.0,25.2,Bangalore,1000,9
Petrol,Minivans,10000,Manual,1st Owner,Maruti,530000,7,72.41,98.0,16.11,Bangalore,1000,3
Petrol,Hatchback,20000,Manual,1st Owner,Volkswagen,1075000,5,108.62,175.0,18.24,Bangalore,1000,2
Petrol,Sedan,60000,Manual,2nd Owner,Hyundai,750000,5,121.3,151.0,17.0,Bangalore,2000,7
Petrol,Hatchback,64235,Manual,2nd Owner,Hyundai,615000,5,81.83,114.7,18.6,Bangalore,1000,7
Diesel,Hatchback,83873,Manual,1st Owner,Maruti,746000,5,74.0,190.0,27.39,Bangalore,1000,6
Diesel,Sedan,120000,Manual,2nd Owner,Skoda,370000,5,103.5,250.0,20.5,Bangalore,2000,12
Petrol,Sedan,93059,Manual,2nd Owner,Hyundai,667000,5,121.3,154.9,17.01,Bangalore,2000,8
Petrol,Hatchback,45681,Manual,1st Owner,Maruti,634000,5,83.1,115.0,21.4,Bangalore,1000,7
Petrol,Sedan,50000,Manual,3rd Owner,Maruti,40000,5,88.7,140.0,15.0,Bangalore,1000,6
Petrol,Hatchback,45938,Manual,2nd Owner,Honda,579000,5,88.7,110.0,18.7,Bangalore,1000,7
Petrol,Hatchback,40000,Manual,1st Owner,Maruti,509999,5,83.1,115.0,21.4,Bangalore,1000,6
Petrol,Hatchback,57423,Manual,2nd Owner,Maruti,634000,5,88.5,113.0,22.38,Bangalore,1000,6
Petrol,Hatchback,60942,Automatic,1st Owner,Hyundai,527000,5,82.0,114.0,18.9,Bangalore,1000,9
Petrol,SUV,70000,Automatic,1st Owner,Hyundai,900000,5,121.3,151.0,13.0,Bangalore,2000,6
Diesel,SUV,80000,Manual,2nd Owner,Jeep,1500000,5,170.0,350.0,17.1,Bangalore,2000,6
Diesel,SUV,19875,Automatic,1st Owner,Citroen,3000000,5,174.33,400.0,18.6,Bangalore,2000,3
Diesel,SUV,20000,Automatic,1st Owner,Mahindra,2750000,7,182.38,450.0,18.9,Bangalore,2000,2
Petrol,Hatchback,10000,Manual,2nd Owner,Hyundai,650000,5,81.86,113.8,20.7,Bangalore,1000,3
Diesel,MUV,120000,Manual,2nd Owner,Toyota,965000,7,100.0,200.0,12.99,Bangalore,2000,12
Petrol,SUV,20000,Automatic,1st Owner,Volkswagen,3600000,5,187.74,320.0,12.65,Bangalore,2000,2
Diesel,Sedan,120000,Manual,4th Owner,Hyundai,400000,5,126.32,259.8,22.32,Bangalore,2000,11
Petrol,Sedan,50000,Manual,1st Owner,Fiat,300000,5,90.0,115.0,16.0,Bangalore,1000,15
Diesel,Sedan,30000,Automatic,1st Owner,BMW,3400000,5,188.0,400.0,21.76,Bangalore,2000,6
Petrol,Hatchback,14949,Manual,1st Owner,Hyundai,982000,5,118.36,171.62,20.0,Bangalore,1000,4
Petrol,Hatchback,77995,Automatic,1st Owner,Maruti,674000,5,83.1,115.0,21.4,Bangalore,1000,7
Petrol,SUV,20000,Manual,1st Owner,Tata,810000,5,118.35,170.0,17.33,Bangalore,1000,3
Petrol,Sedan,40908,Manual,1st Owner,Maruti,792000,5,103.25,138.0,20.65,Bangalore,1000,4
Petrol,Hatchback,39693,Automatic,2nd Owner,Hyundai,513000,5,82.0,114.0,18.9,Bangalore,1000,8
Petrol,Sedan,40000,Manual,1st Owner,Hyundai,360000,5,103.2,14.9,16.2,Bangalore,2000,14
Petrol,Hatchback,63411,Manual,1st Owner,Maruti,579000,5,88.5,113.0,22.38,Bangalore,1000,8
