fuel type,Body type,Kms Driven,transmission,Ownership,oem,price,Seats,Max Power,Torque,Mileage,City,Engine_category,Car_Age
Petrol,Hatchback,30000,Manual,2nd Owner,Hyundai,570000,5,81.86,114.73,18.6,Delhi,1000,6
Petrol,Hatchback,90000,Manual,1st Owner,Honda,275000,5,86.8,109.0,19.4,Delhi,1000,12
Petrol,Hatchback,40000,Manual,2nd Owner,Maruti,250000,4,37.0,59.0,16.1,Delhi, less than 800,10
Petrol,SUV,64336,Automatic,1st Owner,Jeep,1365000,5,160.0,250.0,16.0,Delhi,1000,5
Petrol,Hatchback,83425,Manual,1st Owner,Volkswagen,429000,5,74.0,110.0,16.2,Delhi,1000,8
Diesel,SUV,85000,Automatic,3rd Owner,Land Rover,2190000,5,187.7,420.0,12.7,Delhi,2000,10
Diesel,Sedan,66181,Manual,1st Owner,Maruti,544000,5,74.0,190.0,26.59,Delhi,1000,8
Petrol,Hatchback,25486,Manual,2nd Owner,Maruti,336000,5,47.3,69.0,24.7,Delhi, less than 800,5
Petrol,Sedan,35000,Automatic,1st Owner,Mercedes-Benz,3050000,5,181.04,300.0,14.74,Delhi,2000,7
Petrol,Hatchback,25489,Manual,1st Owner,Maruti,449000,5,88.5,113.0,22.38,Delhi,1000,8
Diesel,SUV,40000,Automatic,2nd Owner,Ford,3800000,7,167.62,420.0,13.9,Delhi,2000,3
Petrol,Hatchback,85363,Manual,1st Owner,Maruti,503000,5,83.1,115.0,21.4,Delhi,1000,6
Petrol,Sedan,110000,Manual,3rd Owner,Maruti,125000,5,104.68,145.0,15.0,Delhi,2000,15
Diesel,SUV,40000,Manual,1st Owner,Ford,350000,5,89.84,204.0,22.7,Delhi,1000,10
Petrol,SUV,40000,Automatic,1st Owner,Land Rover,9600000,5,335.25,450.0,12.65,Delhi,3000,6
Petrol,SUV,1500,Automatic,1st Owner,Maruti,1755000,4,103.39,134.2,16.39,Delhi,1000,1
Petrol,Sedan,110000,Manual,3rd Owner,Maruti,125000,5,104.68,145.0,15.0,Delhi,2000,15
Petrol,Hatchback,80000,Manual,2nd Owner,Ford,100000,5,70.0,102.0,15.6,Delhi,1000,13
Cng,Sedan,20000,Manual,1st Owner,Maruti,850000,5,76.43,98.5,31.12,Delhi,1000,2
Petrol,SUV,20000,Manual,1st Owner,Maruti,1200000,5,101.65,136.8,17.38,Delhi,1000,1
Petrol,Hatchback,62000,Manual,2nd Owner,Hyundai,275000,5,80.0,11.4,17.0,Delhi,1000,12
Petrol,Sedan,50000,Automatic,4th Owner,Mercedes-Benz,425000,5,178.0,24.5,11.7,Delhi,2000,14
Diesel,Sedan,90000,Manual,2nd Owner,Maruti,350000,5,74.0,190.0,23.4,Delhi,1000,10
Petrol,Hatchback,67985,Manual,1st Owner,Hyundai,221000,5,78.9,111.8,20.36,Delhi,1000,13
Diesel,SUV,89722,Manual,1st Owner,Honda,827999,5,98.6,200.0,25.5,Delhi,1000,4
Diesel,SUV,80000,Manual,1st Owner,Ford,600000,5,98.96,205.0,23.0,Delhi,1000,7
Petrol,MUV,49647,Automatic,2nd Owner,Toyota,1556000,7,163.6,245.0,8.0,Delhi,3000,4
Petrol,MUV,110490,Manual,1st Owner,Renault,517000,7,71.01,96.0,20.0,Delhi,1000,4
Petrol,Sedan,78000,Manual,2nd Owner,Maruti,325000,5,85.8,114.0,17.5,Delhi,1000,12
Petrol,Hatchback,51165,Manual,1st Owner,Maruti,371000,5,67.04,90.0,20.51,Delhi,1000,7
Petrol,Hatchback,14000,Manual,1st Owner,Maruti,475000,5,65.71,89.0,21.7,Delhi,1000,2
Petrol,Hatchback,50576,Manual,1st Owner,Hyundai,405999,5,82.0,114.0,18.9,Delhi,1000,9
Petrol,MUV,55000,Manual,1st Owner,Maruti,1090000,6,103.2,138.0,19.01,Delhi,1000,3
Petrol,SUV,70000,Automatic,1st Owner,Hyundai,890000,5,118.35,172.0,18.15,Delhi,1000,5
Petrol,Hatchback,80000,Manual,2nd Owner,Maruti,100000,5,67.0,84.0,18.9,Delhi,1000,15
Petrol,Sedan,65000,Automatic,1st Owner,Mercedes-Benz,1889999,5,184.0,300.0,12.0,Delhi,2000,10
Diesel,SUV,90000,Manual,3rd Owner,Mahindra,484999,7,62.1,195.0,15.96,Delhi,3000,9
Diesel,SUV,71000,Manual,1st Owner,Mahindra,840000,7,120.0,280.0,15.4,Delhi,2000,8
Petrol,Sedan,60000,Automatic,1st Owner,Honda,900000,5,117.6,145.0,18.0,Delhi,1000,5
Petrol,SUV,20000,Manual,1st Owner,Kia,950000,5,81.86,115.0,18.4,Delhi,1000,3
Petrol,Sedan,60000,Manual,1st Owner,Hyundai,418000,5,121.3,154.9,17.01,Delhi,2000,13
Diesel,SUV,38000,Manual,1st Owner,Hyundai,1195000,5,126.2,259.87,20.5,Delhi,2000,5
Diesel,SUV,7000,Automatic,0th Owner,MG,4640000,6,212.55,478.5,12.04,Delhi,2000,1
Petrol,Hatchback,20000,Automatic,1st Owner,Volkswagen,1044000,5,108.62,175.0,16.47,Hyderabad,1000,2
Petrol,Hatchback,85582,Manual,2nd Owner,Hyundai,260000,5,55.2,74.5,21.1,Hyderabad,1000,10
Petrol,SUV,10000,Manual,1st Owner,Hyundai,955000,5,81.8,113.8,18.9,Hyderabad,1000,1
Petrol,Hatchback,50750,Manual,1st Owner,Maruti,671000,5,83.1,115.0,21.4,Hyderabad,1000,7
Petrol,SUV,10000,Automatic,1st Owner,Mahindra,1900000,4,150.0,320.0,18.9,Hyderabad,2000,2
Petrol,SUV,10000,Manual,1st Owner,Kia,1178000,5,118.36,172.0,18.2,Hyderabad,1000,3
Petrol,Hatchback,66366,Automatic,1st Owner,Maruti,488999,5,67.04,90.0,23.1,Hyderabad,1000,7
Petrol,Sedan,5000,Automatic,1st Owner,Hyundai,1541000,5,118.41,172.0,19.2,Hyderabad,1000,2
Petrol,Hatchback,72544,Manual,1st Owner,Maruti,465000,5,67.04,90.0,23.1,Hyderabad,1000,7
Petrol,Hatchback,29154,Manual,1st Owner,Ford,728000,5,94.93,119.0,18.5,Hyderabad,1000,3
Petrol,Hatchback,70000,Automatic,1st Owner,Tata,530000,5,83.83,114.0,23.84,Hyderabad,1000,6
Petrol,Hatchback,33730,Manual,1st Owner,Datsun,466000,5,67.05,91.0,21.7,Hyderabad,1000,3
Petrol,Hatchback,51113,Manual,1st Owner,Renault,457000,5,67.0,91.0,23.01,Hyderabad,1000,4
Diesel,Hatchback,40000,Manual,2nd Owner,Volkswagen,350000,5,73.9,180.0,22.07,Hyderabad,1000,11
Petrol,Hatchback,40000,Manual,1st Owner,Maruti,290000,5,67.0,84.0,18.9,Hyderabad,1000,15
Diesel,SUV,60000,Automatic,1st Owner,BMW,3800000,5,188.0,400.0,20.68,Hyderabad,2000,4
Petrol,Hatchback,64500,Manual,1st Owner,Maruti,375000,5,67.05,90.0,21.79,Hyderabad,1000,10
Petrol,Hatchback,40000,Manual,1st Owner,Maruti,600000,5,67.05,90.0,21.79,Hyderabad,1000,4
Diesel,SUV,80000,Manual,1st Owner,Jeep,1400000,5,170.0,350.0,17.1,Hyderabad,2000,6
Diesel,SUV,50000,Manual,1st Owner,Jeep,1900000,5,170.63,350.0,16.3,Hyderabad,2000,5
Petrol,Hatchback,40000,Manual,1st Owner,Hyundai,740000,5,118.36,171.62,20.0,Hyderabad,1000,4
Petrol,Sedan,39886,Automatic,2nd Owner,Hyundai,766000,5,81.86,113.8,20.1,Hyderabad,1000,4
Diesel,SUV,107588,Manual,1st Owner,Renault,440000,5,83.8,200.0,20.45,Hyderabad,1000,10
Petrol,Hatchback,36621,Manual,1st Owner,Hyundai,519000,5,81.86,113.75,18.9,Hyderabad,1000,7
Diesel,SUV,80000,Manual,1st Owner,MG,1600000,6,167.67,350.0,16.65,Hyderabad,2000,4
Petrol,Hatchback,18900,Manual,1st Owner,Maruti,525000,5,65.71,89.0,24.76,Hyderabad,1000,2
Diesel,SUV,70754,Manual,1st Owner,Kia,1108000,5,113.43,250.0,20.8,Hyderabad,1000,5
Petrol,Hatchback,59832,Manual,1st Owner,Maruti,420000,5,65.71,89.0,21.7,Hyderabad,1000,4
Petrol,Sedan,60068,Manual,2nd Owner,Maruti,605000,5,81.8,113.0,21.21,Hyderabad,1000,7
Petrol,Hatchback,41261,Manual,1st Owner,Maruti,326000,5,47.33,69.0,22.05,Hyderabad, less than 800,6
Petrol,SUV,32209,Manual,1st Owner,Ford,950000,5,121.31,150.0,17.0,Hyderabad,1000,4
Petrol,Hatchback,75747,Manual,1st Owner,Honda,639000,5,88.7,110.0,18.7,Hyderabad,1000,6
Petrol,Hatchback,49241,Manual,2nd Owner,Hyundai,712000,5,81.83,114.7,18.6,Hyderabad,1000,6
Diesel,SUV,100000,Automatic,2nd Owner,Mercedes-Benz,3000000,5,201.15,500.0,17.9,Hyderabad,2000,6
Diesel,SUV,119422,Automatic,1st Owner,Ford,2250000,7,197.2,470.0,10.91,Hyderabad,3000,8
Petrol,Hatchback,33488,Manual,1st Owner,Maruti,670000,5,88.5,113.0,22.38,Hyderabad,1000,3
Petrol,SUV,30000,Manual,1st Owner,Mahindra,1650000,4,150.0,300.0,15.2,Hyderabad,2000,3
Petrol,Hatchback,21000,Manual,1st Owner,Tata,875000,5,86.83,113.0,19.33,Hyderabad,1000,2
Diesel,SUV,56545,Manual,1st Owner,Jeep,1600000,5,170.63,350.0,17.1,Hyderabad,2000,6
Petrol,Hatchback,64000,Manual,1st Owner,Volkswagen,675000,5,75.0,95.0,18.78,Hyderabad,1000,7
Petrol,Sedan,71413,Manual,2nd Owner,Volkswagen,533000,5,75.0,95.0,19.44,Hyderabad,1000,6
Petrol,Hatchback,31920,Manual,2nd Owner,Renault,487000,5,53.26,72.0,22.3,Hyderabad, less than 800,4
Diesel,SUV,46000,Automatic,1st Owner,BMW,3390000,5,188.0,400.0,20.68,Hyderabad,2000,5
Petrol,Hatchback,9939,Manual,2nd Owner,Maruti,526000,5,65.71,89.0,21.7,Hyderabad,1000,2
Petrol,Hatchback,7156,Manual,1st Owner,Maruti,926000,5,81.8,113.0,21.01,Hyderabad,1000,2
Petrol,Sedan,20608,Manual,1st Owner,Toyota,850000,5,105.94,140.0,17.1,Hyderabad,1000,6
Petrol,Sedan,92000,Manual,2nd Owner,Maruti,725000,5,81.8,113.0,22.0,Hyderabad,1000,5
Petrol,Hatchback,67553,Automatic,2nd Owner,Maruti,501000,5,67.04,90.0,23.1,Hyderabad,1000,6
Petrol,Sedan,95286,Manual,1st Owner,Maruti,577000,5,83.14,115.0,20.85,Hyderabad,1000,7
Diesel,SUV,66000,Manual,1st Owner,Mahindra,894999,7,140.0,330.0,16.0,Hyderabad,2000,9
Petrol,Hatchback,35929,Manual,1st Owner,Hyundai,521000,5,81.86,113.75,18.9,Hyderabad,1000,5
Petrol,SUV,136035,Manual,1st Owner,Honda,650000,7,117.3,145.0,15.4,Hyderabad,1000,8
Diesel,MUV,93997,Manual,1st Owner,Maruti,670000,7,88.8,200.0,20.77,Hyderabad,1000,11
Petrol,Sedan,60000,Manual,1st Owner,Skoda,775000,5,103.2,153.0,15.41,Hyderabad,2000,6
Diesel,SUV,52220,Manual,1st Owner,Maruti,980000,5,88.5,200.0,24.3,Hyderabad,1000,5
Petrol,Sedan,61659,Manual,2nd Owner,Maruti,830000,5,103.25,138.0,21.56,Hyderabad,1000,5
Petrol,Sedan,65000,Manual,1st Owner,Maruti,750000,5,88.5,113.0,22.41,Hyderabad,1000,4
Diesel,Hatchback,120000,Manual,1st Owner,Mahindra,450000,6,77.0,190.0,25.32,Hyderabad,1000,6
Diesel,Hatchback,110000,Manual,2nd Owner,Maruti,600000,5,74.0,190.0,25.2,Hyderabad,1000,7
Petrol,Hatchback,78969,Manual,1st Owner,Maruti,302000,5,47.33,69.0,22.05,Hyderabad, less than 800,7
Petrol,Hatchback,38939,Manual,2nd Owner,Hyundai,736000,5,81.86,113.8,20.7,Hyderabad,1000,3
Petrol,Hatchback,88637,Manual,1st Owner,Maruti,480000,5,81.8,113.0,20.89,Hyderabad,1000,5
Petrol,Hatchback,19070,Manual,1st Owner,Hyundai,967000,5,118.36,171.62,20.0,Hyderabad,1000,3
Petrol,Hatchback,68556,Manual,1st Owner,Maruti,432000,5,65.71,89.0,21.7,Hyderabad,1000,4
Petrol,Hatchback,44356,Manual,1st Owner,Ford,600000,5,94.93,120.0,20.4,Hyderabad,1000,5
Petrol,Sedan,73143,Manual,1st Owner,Maruti,610000,5,88.5,113.0,22.41,Hyderabad,1000,8
Diesel,SUV,146769,Automatic,1st Owner,Volvo,1250000,5,163.0,400.0,14.7,Hyderabad,2000,12
Petrol,Hatchback,67527,Manual,1st Owner,Datsun,337000,5,67.05,104.0,19.02,Hyderabad,1000,6
Petrol,Hatchback,79467,Automatic,1st Owner,Hyundai,527000,5,68.0,99.0,20.3,Hyderabad,1000,5
Diesel,Sedan,103174,Automatic,1st Owner,BMW,1750000,5,190.0,400.0,18.12,Hyderabad,2000,10
Petrol,Hatchback,103046,Manual,3rd Owner,Volkswagen,549000,5,74.0,110.0,16.2,Hyderabad,1000,7
Petrol,Hatchback,85110,Manual,2nd Owner,Fiat,270000,5,67.1,96.0,15.8,Hyderabad,1000,7
Diesel,Sedan,114000,Manual,1st Owner,Tata,285000,5,90.0,200.0,19.0,Hyderabad,1000,13
Diesel,SUV,70000,Manual,1st Owner,Renault,975000,5,108.45,240.0,20.37,Hyderabad,1000,7
Diesel,Hatchback,72000,Manual,1st Owner,Hyundai,725000,5,88.73,219.7,22.54,Hyderabad,1000,6
Petrol,SUV,20000,Manual,1st Owner,Hyundai,955000,5,81.8,113.8,18.9,Hyderabad,1000,1
Diesel,MUV,32000,Automatic,1st Owner,Kia,1850000,6,114.41,250.0,18.9,Hyderabad,1000,2
Petrol,SUV,20000,Manual,1st Owner,Hyundai,1010000,5,81.8,113.8,18.9,Hyderabad,1000,1
Petrol,SUV,22500,Automatic,1st Owner,Kia,1750000,5,113.42,144.0,16.8,Hyderabad,1000,3
Petrol,Hatchback,54708,Manual,1st Owner,Hyundai,621000,5,81.83,114.7,18.6,Hyderabad,1000,8
Petrol,Hatchback,78031,Manual,1st Owner,Maruti,633000,5,83.1,115.0,21.4,Hyderabad,1000,7
Diesel,Sedan,32000,Automatic,1st Owner,BMW,6900000,5,187.74,400.0,20.37,Hyderabad,2000,2
Petrol,Hatchback,24337,Manual,2nd Owner,Hyundai,515000,5,81.86,113.75,18.9,Hyderabad,1000,5
Petrol,Hatchback,82243,Manual,1st Owner,Maruti,679000,5,83.1,115.0,21.4,Hyderabad,1000,5
Petrol,SUV,20000,Manual,1st Owner,Hyundai,1388000,5,113.18,143.8,18.9,Hyderabad,1000,2
Petrol,Hatchback,104701,Automatic,2nd Owner,Maruti,609000,5,81.8,113.0,20.89,Hyderabad,1000,7
Petrol,SUV,54000,Manual,2nd Owner,Toyota,1000000,5,103.26,138.0,17.03,Hyderabad,1000,3
Petrol,Hatchback,118937,Manual,1st Owner,Maruti,590000,5,88.5,113.0,22.38,Hyderabad,1000,3
Diesel,Hatchback,105133,Manual,1st Owner,Maruti,570000,5,74.0,190.0,25.2,Hyderabad,1000,7
Petrol,SUV,10000,Automatic,1st Owner,MG,2650000,5,141.0,250.0,12.34,Hyderabad,1000,1
Petrol,Sedan,36290,Automatic,1st Owner,Maruti,679000,5,81.8,113.0,21.21,Hyderabad,1000,6
Petrol,SUV,10000,Manual,1st Owner,Mahindra,1800000,7,200.0,370.0,18.9,Hyderabad,2000,1
Petrol,Hatchback,29084,Manual,1st Owner,Hyundai,640000,5,81.86,114.73,18.6,Hyderabad,1000,6
Petrol,Hatchback,66911,Manual,1st Owner,Maruti,475000,5,67.05,90.0,21.63,Hyderabad,1000,4
Petrol,Sedan,110000,Automatic,1st Owner,Honda,430000,5,118.0,146.0,16.8,Hyderabad,1000,13
Petrol,SUV,7033,Manual,1st Owner,Maruti,1700000,5,101.64,136.8,21.11,Hyderabad,1000,2
Petrol,SUV,40000,Manual,1st Owner,Volkswagen,1950000,5,147.51,250.0,17.88,Hyderabad,1000,3
Diesel,SUV,80000,Manual,2nd Owner,Mahindra,700000,7,140.0,330.0,15.1,Hyderabad,2000,10
Petrol,Hatchback,22000,Automatic,1st Owner,Hyundai,675000,5,81.86,113.75,18.9,Hyderabad,1000,6
Petrol,Hatchback,70200,Manual,1st Owner,Datsun,430000,5,67.05,104.0,19.02,Hyderabad,1000,6
Petrol,Hatchback,60004,Manual,1st Owner,Renault,420000,5,67.0,91.0,23.01,Hyderabad,1000,5
Petrol,Hatchback,60000,Manual,1st Owner,Maruti,580000,5,81.8,113.0,20.52,Hyderabad,1000,4
Petrol,Hatchback,57078,Manual,2nd Owner,Hyundai,334000,5,68.05,99.04,19.81,Hyderabad,1000,11
Petrol,Hatchback,63789,Manual,1st Owner,Maruti,401999,5,85.8,114.0,18.5,Hyderabad,1000,10
Diesel,Hatchback,120000,Manual,1st Owner,Chevrolet,240000,5,56.3,142.5,25.44,Hyderabad,1000,8
Diesel,Sedan,118207,Automatic,2nd Owner,Maruti,734000,5,88.5,200.0,28.09,Hyderabad,1000,6
Petrol,Sedan,53000,Manual,1st Owner,Honda,795000,5,117.6,145.0,17.4,Hyderabad,1000,7
Petrol,Hatchback,105224,Manual,2nd Owner,Maruti,570000,5,83.1,115.0,21.4,Hyderabad,1000,8
Petrol,Hatchback,20837,Manual,2nd Owner,Hyundai,551000,5,68.05,99.0,20.3,Hyderabad,1000,3
Petrol,Hatchback,100000,Manual,2nd Owner,Hyundai,280000,5,80.0,11.4,18.5,Hyderabad,1000,14
Petrol,Hatchback,24021,Manual,1st Owner,Datsun,463000,5,53.64,72.0,20.71,Hyderabad, less than 800,3
Petrol,Sedan,61000,Manual,1st Owner,Maruti,625000,5,91.1,130.0,20.73,Hyderabad,1000,8
Diesel,Sedan,120000,Automatic,2nd Owner,Volvo,800000,5,181.0,400.0,9.0,Hyderabad,2000,11
Petrol,Sedan,64000,Manual,2nd Owner,Ford,200000,5,101.0,14.9,15.3,Hyderabad,2000,16
Petrol,Hatchback,120000,Manual,1st Owner,Maruti,170000,5,46.3,62.0,19.7,Hyderabad, less than 800,13
Petrol,SUV,30000,Manual,1st Owner,Volkswagen,1950000,5,147.51,250.0,17.88,Hyderabad,1000,2
Petrol,Hatchback,49000,Manual,1st Owner,Maruti,325000,5,47.33,69.0,22.05,Hyderabad, less than 800,6
Diesel,MUV,115000,Manual,1st Owner,Mahindra,750000,7,121.0,300.0,17.3,Hyderabad,1000,6
Petrol,Hatchback,50000,Manual,1st Owner,Maruti,275000,5,47.3,69.0,24.7,Hyderabad, less than 800,8
Petrol,Hatchback,18569,Manual,1st Owner,Datsun,447000,5,67.05,91.0,21.7,Hyderabad,1000,3
Diesel,Hatchback,98455,Manual,1st Owner,Hyundai,578000,5,73.97,190.24,24.0,Hyderabad,1000,6
Diesel,Sedan,85000,Automatic,1st Owner,Skoda,600000,5,103.52,250.0,21.66,Hyderabad,1000,9
Petrol,Sedan,97921,Manual,1st Owner,Volkswagen,524000,5,73.75,110.0,17.0,Hyderabad,1000,8
Petrol,Hatchback,19205,Manual,2nd Owner,Datsun,401999,5,67.05,91.0,21.7,Hyderabad,1000,4
Diesel,Hatchback,122000,Manual,2nd Owner,Maruti,667000,5,74.0,190.0,28.4,Hyderabad,1000,5
Petrol,Hatchback,97644,Manual,1st Owner,Maruti,552000,5,81.8,113.0,20.89,Hyderabad,1000,6
Petrol,Hatchback,82000,Manual,1st Owner,Hyundai,265000,5,78.9,111.7,20.36,Hyderabad,1000,14
Diesel,Hatchback,70607,Manual,2nd Owner,Maruti,443000,5,74.0,190.0,22.9,Hyderabad,1000,11
Petrol,Sedan,71144,Automatic,1st Owner,Hyundai,721000,5,121.3,154.9,17.01,Hyderabad,2000,8
Petrol,Sedan,2373,Automatic,1st Owner,Hyundai,1550000,5,113.18,143.8,18.45,Hyderabad,1000,2
Petrol,Hatchback,56753,Automatic,1st Owner,Hyundai,1092000,5,118.41,171.62,20.28,Hyderabad,1000,3
Diesel,SUV,72000,Manual,1st Owner,Maruti,890000,5,88.5,200.0,24.3,Hyderabad,1000,6
Petrol,Hatchback,64487,Manual,2nd Owner,Maruti,550000,5,83.1,115.0,21.4,Hyderabad,1000,6
Petrol,Hatchback,95783,Manual,1st Owner,Maruti,609000,5,83.1,115.0,21.4,Hyderabad,1000,7
Diesel,MUV,60000,Automatic,2nd Owner,Tata,1450000,7,153.86,400.0,17.6,Hyderabad,2000,5
Petrol,MUV,59108,Manual,1st Owner,Maruti,1100000,6,103.2,138.0,19.01,Hyderabad,1000,3
Diesel,Sedan,50000,Automatic,2nd Owner,Mercedes-Benz,3800000,5,194.0,400.0,12.6,Hyderabad,2000,5
Petrol,SUV,31500,Manual,2nd Owner,Nissan,1199000,5,153.87,254.0,14.23,Hyderabad,1000,4
Diesel,SUV,128193,Manual,1st Owner,Mahindra,844999,7,140.0,330.0,15.1,Hyderabad,2000,9
Diesel,Sedan,87810,Manual,1st Owner,Hyundai,1013000,5,126.2,259.87,22.0,Hyderabad,2000,6
Petrol,SUV,64951,Manual,2nd Owner,Hyundai,1008000,5,121.3,151.0,13.0,Hyderabad,2000,7
Petrol,Hatchback,50000,Manual,2nd Owner,Hyundai,260000,5,62.1,96.1,17.92,Hyderabad,1000,12
Diesel,SUV,97161,Manual,1st Owner,Hyundai,1124000,5,126.2,259.9,19.67,Hyderabad,2000,7
Petrol,Sedan,67805,Manual,1st Owner,Volkswagen,609000,5,73.75,110.0,17.0,Hyderabad,1000,7
Diesel,SUV,158000,Automatic,2nd Owner,Audi,1450000,5,174.33,380.0,15.73,Hyderabad,2000,10
Petrol,Hatchback,70435,Manual,2nd Owner,Maruti,272000,5,65.71,89.0,24.39,Hyderabad,1000,10
Diesel,SUV,49287,Manual,1st Owner,MG,1500000,5,167.68,350.0,17.41,Hyderabad,2000,4
Petrol,Hatchback,84759,Automatic,2nd Owner,Hyundai,522000,5,68.0,99.0,20.3,Hyderabad,1000,6
Petrol,Hatchback,74538,Manual,2nd Owner,Maruti,623000,5,83.1,115.0,21.4,Hyderabad,1000,7
Diesel,SUV,53000,Manual,1st Owner,Mahindra,585000,8,120.0,290.0,12.05,Hyderabad,2000,14
Petrol,Hatchback,79024,Manual,2nd Owner,Maruti,298000,5,47.33,69.0,22.05,Hyderabad, less than 800,7
Diesel,Hatchback,80000,Manual,1st Owner,Maruti,400000,5,47.0,125.0,27.62,Hyderabad, less than 800,8
Diesel,Sedan,56000,Automatic,1st Owner,Mercedes-Benz,4980000,5,191.7,400.0,16.1,Hyderabad,2000,5
Diesel,SUV,62125,Manual,1st Owner,Hyundai,1080000,5,126.2,259.9,19.67,Hyderabad,2000,6
Diesel,Hatchback,95596,Manual,1st Owner,Toyota,520000,5,67.06,170.0,23.59,Hyderabad,1000,10
Petrol,Hatchback,18500,Manual,1st Owner,Hyundai,680000,5,81.86,113.75,18.9,Hyderabad,1000,5
Diesel,Hatchback,144000,Manual,2nd Owner,Maruti,500000,5,74.0,190.0,28.4,Hyderabad,1000,8
Petrol,Sedan,55200,Manual,1st Owner,Honda,1199000,5,119.35,145.0,18.6,Hyderabad,1000,3
Diesel,Hatchback,188058,Manual,1st Owner,Hyundai,498000,5,88.73,219.7,22.54,Hyderabad,1000,8
Petrol,Hatchback,71779,Manual,1st Owner,Hyundai,633000,5,81.83,114.7,18.6,Hyderabad,1000,8
Petrol,Sedan,101176,Manual,3rd Owner,Honda,562000,5,117.3,145.0,17.4,Hyderabad,1000,9
Diesel,Hatchback,75000,Manual,1st Owner,Maruti,475000,5,47.0,125.0,27.62,Hyderabad, less than 800,8
Petrol,Hatchback,66676,Manual,1st Owner,Honda,601000,5,88.7,110.0,18.7,Hyderabad,1000,7
Petrol,Hatchback,2236,Manual,1st Owner,Maruti,352000,5,47.33,69.0,22.05,Hyderabad, less than 800,6
Diesel,SUV,62000,Automatic,1st Owner,Mahindra,2395000,7,178.49,420.0,12.05,Hyderabad,2000,5
Petrol,Hatchback,74754,Manual,2nd Owner,Hyundai,300000,5,68.05,99.04,19.81,Hyderabad,1000,12
Petrol,Hatchback,66244,Manual,1st Owner,Maruti,720000,5,81.8,113.0,21.01,Hyderabad,1000,6
Petrol,Hatchback,17341,Manual,1st Owner,Renault,541000,5,67.06,91.0,21.46,Hyderabad,1000,2
Petrol,Hatchback,44675,Manual,1st Owner,Hyundai,513999,5,81.86,113.75,18.9,Hyderabad,1000,6
Diesel,SUV,70000,Manual,3rd Owner,Mahindra,395000,6,88.7,140.0,18.9,Hyderabad,2000,6
Petrol,Hatchback,30829,Manual,1st Owner,Maruti,780000,5,88.5,113.0,22.35,Hyderabad,1000,2
Petrol,Sedan,100000,Manual,2nd Owner,Tata,400000,5,88.7,140.0,17.6,Hyderabad,1000,9
Diesel,Sedan,53800,Manual,1st Owner,Maruti,994999,5,93.87,225.0,26.82,Hyderabad,1000,5
Diesel,SUV,122000,Manual,1st Owner,Hyundai,940000,5,88.7,219.7,22.1,Hyderabad,1000,7
Diesel,SUV,107220,Manual,1st Owner,Mahindra,1490000,7,140.0,330.0,16.0,Hyderabad,2000,7
Diesel,Sedan,129000,Manual,1st Owner,Honda,580000,5,98.6,200.0,26.0,Hyderabad,1000,9
Diesel,SUV,60000,Automatic,1st Owner,Mercedes-Benz,6695000,7,258.0,620.0,11.0,Hyderabad,3000,7
Petrol,Hatchback,83829,Manual,1st Owner,Datsun,375000,5,67.0,91.0,22.5,Hyderabad,1000,6
Diesel,SUV,70000,Automatic,1st Owner,Audi,3000000,5,174.3,380.0,14.16,Hyderabad,2000,7
Petrol,Hatchback,52996,Manual,2nd Owner,Honda,314000,5,86.8,109.0,19.4,Hyderabad,1000,11
Petrol,Hatchback,16105,Automatic,2nd Owner,Renault,556000,5,67.0,91.0,22.0,Hyderabad,1000,3
Diesel,Sedan,151901,Manual,1st Owner,Mercedes-Benz,2850000,5,170.0,42.0,15.8,Hyderabad,2000,8
Petrol,Hatchback,15680,Manual,1st Owner,Maruti,787000,5,81.8,113.0,21.01,Hyderabad,1000,3
Petrol,Hatchback,55065,Automatic,1st Owner,Maruti,595000,5,88.5,113.0,22.56,Hyderabad,1000,5
Diesel,Hatchback,120000,Manual,2nd Owner,Toyota,400000,5,67.04,170.0,23.59,Hyderabad,1000,8
Petrol,Hatchback,15518,Automatic,2nd Owner,Tata,771000,5,84.82,113.0,19.0,Hyderabad,1000,3
Diesel,Sedan,39907,Automatic,1st Owner,Honda,790000,5,78.9,160.0,21.0,Hyderabad,1000,6
Petrol,Hatchback,45560,Manual,1st Owner,Hyundai,655000,5,81.83,114.7,18.6,Hyderabad,1000,7
Petrol,Hatchback,42096,Manual,1st Owner,Hyundai,336000,5,78.9,111.8,20.36,Hyderabad,1000,12
Diesel,Sedan,70500,Automatic,2nd Owner,Mercedes-Benz,1775000,5,134.1,300.0,17.9,Hyderabad,2000,9
Petrol,Sedan,63886,Manual,1st Owner,Honda,832000,5,117.6,145.0,17.4,Hyderabad,1000,6
Diesel,MUV,95600,Manual,1st Owner,Tata,1025000,7,153.86,400.0,17.6,Hyderabad,2000,7
Diesel,Sedan,101000,Automatic,1st Owner,Mercedes-Benz,1995000,5,201.1,500.0,13.0,Hyderabad,2000,11
Diesel,Sedan,61000,Automatic,1st Owner,Mercedes-Benz,2650000,5,201.1,500.0,13.0,Hyderabad,2000,9
Diesel,SUV,95000,Automatic,1st Owner,BMW,2450000,5,184.0,380.0,17.05,Hyderabad,2000,8
Diesel,SUV,97000,Automatic,1st Owner,Audi,2550000,5,174.33,380.0,15.73,Hyderabad,2000,7
Diesel,Hatchback,61000,Manual,1st Owner,Maruti,595000,5,74.0,190.0,25.2,Hyderabad,1000,8
