fuel type,Body type,Kms Driven,transmission,Ownership,oem,price,Seats,Max Power,Torque,Mileage,City,Engine_category,Car_Age
4,8,1.2296222994598216,1,2,8,-0.7640848192768493,5,-0.3647179097594299,-0.6634668430868482,-0.1722874199302373,1,1,10
4,8,0.069027571259353,1,2,5,-0.9888737911452131,5,-0.3299481527920556,-0.6095537864435325,-0.9163745391242372,1,1,13
4,2,-0.2795206989306155,0,1,8,0.1207663154413461,5,-0.372008342671944,-0.6634668430868482,-0.6015684502344679,1,1,4
4,2,0.4247953472155655,1,1,8,-0.42281428925851533,5,-0.3664003173546255,-0.6634668430868482,-0.1436686845766226,1,1,8
4,8,0.6607903389842573,0,1,8,-0.4493802586611401,5,-0.4224805705278101,-0.6742494544155113,-1.059468215892314,1,1,8
4,2,0.6233613439256571,1,1,31,-0.13263216193753669,5,-0.7785901781775325,-0.6634668430868482,-0.8591370684170068,1,1,7
1,7,0.4523419040531598,1,2,6,0.13098399598081717,5,-0.0787086185761887,0.3608812331361493,1.0869369356288383,1,1,6
4,8,-0.5227351964655511,0,1,20,-0.20211238960594002,5,-0.2991040135468042,-0.4478146165135855,-0.0234699960914376,1,1,9
4,7,-1.2909320333876355,1,1,12,2.099931035936894,5,1.654451605741082,0.8460987429259902,-1.4028930401356985,1,1,3
4,2,-0.8482047187142484,1,1,9,-0.007976459355989505,5,-0.558194783206917,-0.5879885637862063,-0.1722874199302373,1,1,5
4,2,0.3608849683012758,1,1,20,-0.2654620089506607,5,-0.5234250262395427,-0.6095537864435325,0.629037169970992,1,1,7
4,8,-0.648810254129342,1,1,9,-0.20211238960594002,5,-0.558194783206917,-0.6230320506043615,0.268441104515439,1,1,5
4,2,1.8443158744340655,0,2,8,-0.5086428057900724,5,-0.3664003173546255,-0.6634668430868482,-0.0578124785157763,1,1,8
1,4,-1.1736742409629457,1,1,20,0.8094379838016968,7,-0.372008342671944,0.3069681764928336,1.5219417130037918,1,1,5
1,7,-1.08490982580421,1,1,29,1.739246912893565,5,1.847928479188568,1.9243598757923035,-0.8162089653865832,1,2,5
4,2,0.3768625630298483,1,1,20,-0.42690136147430374,5,-0.5234250262395427,-0.6095537864435325,0.629037169970992,1,1,8
4,8,0.1577919864180887,1,1,31,-0.15102398690858462,5,0.0401815181509628,-0.1998145559543335,-0.8906176773059835,1,2,9
4,8,0.897495446074219,1,2,31,-0.48820948824723814,5,-0.7856002098241806,-0.6634668430868482,-0.6301871855880836,1,1,7
4,8,0.2169682631905791,1,1,8,0.16572410981501884,5,0.4439593409978918,-0.2860754465836386,-0.5157122441736226,1,1,7
1,7,-0.8186165803280032,0,2,14,2.099931035936894,7,2.1249649298641,2.166968630687224,-1.9151684029654137,1,2,7
4,8,0.4070128760454321,0,1,8,-0.48820948824723814,5,0.4075071764353218,-0.2752928352549755,-1.030849480538699,1,1,12
4,4,0.6607903389842573,0,1,20,0.9218324697358787,6,0.0401815181509628,-0.3615537258842805,-0.3468617055872919,1,1,5
4,8,0.8311884279506435,1,1,8,0.03493779890978903,5,0.4355473030219142,-0.2860754465836386,-0.4012373027591605,1,1,7
4,2,-0.983659216246479,1,1,9,-0.6128631472926774,5,-0.9468309376970864,-0.7820755677021427,0.3142310810812236,1,1,5
4,8,0.9566717228467094,1,4,9,0.0022412211834815735,5,0.5477078093682833,-0.2213797786116598,-0.6301871855880836,1,2,7
4,2,0.2788370605562179,1,2,8,-0.882609913534714,5,-0.419676557869151,-0.6742494544155113,0.0566624628986847,1,1,12
4,7,0.4473710968042706,1,1,16,1.6575054685777963,5,1.1000983031241518,0.8460987429259902,-0.9707501362961064,1,1,4
1,7,1.8443158744340655,1,2,6,2.099931035936894,7,1.568368417120243,2.166968630687224,-1.6318429229646214,1,2,7
4,2,0.9608732384975562,1,1,9,-0.4636850114163997,5,-0.558194783206917,-0.6230320506043615,-0.0864312138693921,1,1,7
4,2,2.7319600260214223,1,1,9,-0.5086428057900724,5,-0.5590359870045147,-0.6127885698421315,-0.1722874199302373,1,1,9
4,2,-0.7222776017423889,1,1,6,-0.24911372008750698,5,-0.1987203603668034,-0.555640729800217,-0.0578124785157763,1,1,6
4,2,0.3657078348582338,0,1,20,-0.12650155361385404,5,-0.5234250262395427,-0.6095537864435325,0.629037169970992,1,1,6
1,8,1.8443158744340655,1,3,9,-1.111488001154974,5,1.1281384297107442,-1.4937279153939094,-1.6032241876110065,1,2,17
4,2,0.069027571259353,1,2,31,-0.457554403092717,5,-0.7785901781775325,-0.6634668430868482,-0.8591370684170068,1,1,9
1,2,0.473970833213505,1,1,20,-0.2634184728427665,5,-0.7785901781775325,0.1991420632062023,1.716549113408376,1,1,7
1,7,-0.4043826429205703,1,2,17,0.15550642927554775,7,-0.0495468869261325,0.7382726296393589,-0.2037680288192151,1,1,6
4,2,0.5300403554554397,1,1,20,-0.4473367225532459,5,-0.5598771908021126,-0.6311190091008588,0.5746615727991236,1,1,9
1,7,0.0098512944868626,0,1,21,2.099931035936894,5,2.1249649298641,2.166968630687224,-1.128153180740991,1,2,9
1,8,-0.226853812603099,0,2,0,2.099931035936894,5,1.1561785562973363,1.6008815359324091,0.3371260693641154,1,2,9
1,7,1.2525531067091615,1,1,17,-0.20211238960594002,7,-0.0495468869261325,0.7382726296393589,-0.2037680288192151,1,1,9
